									2018 Outcome														2016 Outcome														2014 Outcome														2012 Outcome														2010 Outcome
2018										Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm
Index	FIPS	County	State	Index	CD	FIPS	County	State	Tot Vote	Dem Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.
562	16003	Adams	ID	562	1	16003	Adams	ID	1856	427	23.00%	1291	69.60%	864	46.60%	R	R3		ff7878	0.618	1	1.6	2143	609	28.40%	1534	71.60%	925	43.20%	R	R3		ff7878	0.618	1	1.6	1396	431	30.90%	965	69.10%	534	38.30%	R	R2		ff9999	0.618	1	1.6	1864	494	26.50%	1255	67.30%	761	40.80%	R	R3		ff7878	0.618	1	1.6	1655	669	40.40%	823	49.70%	154	9.30%	R	R1		ffcccc	0.618	1	1.6
563	16005	Bannock	ID	563	2	16005	Bannock	ID	28793	12423	43.10%	16370	56.90%	3947	13.70%	R	R1		ffcccc	0.618	1	1.6	33445	11671	34.90%	19311	57.70%	7640	22.80%	R	R2		ff9999	0.618	1	1.6	22205	10125	45.60%	12080	54.40%	1955	8.80%	R	R1		ffcccc	0.618	1	1.6	34866	14321	41.10%	20545	58.90%	6224	17.90%	R	R1		ffcccc	0.618	1	1.6	23371	7523	32.20%	14248	61.00%	6725	28.80%	R	R2		ff9999	0.618	1	1.6
564	16007	Bear Lake	ID	564	2	16007	Bear Lake	ID	2135	291	13.60%	1844	86.40%	1553	72.70%	R	R4		ff0000	0.618	1	1.6	2915	322	11.00%	2375	81.50%	2053	70.40%	R	R4		ff0000	0.618	1	1.6	1870	354	18.90%	1516	81.10%	1162	62.10%	R	R4		ff0000	0.618	1	1.6	2613	394	15.10%	2219	84.90%	1825	69.80%	R	R4		ff0000	0.618	1	1.6	2199	315	14.30%	1757	79.90%	1442	65.60%	R	R4		ff0000	0.618	1	1.6
565	16009	Benewah	ID	565	1	16009	Benewah	ID	3615	894	24.70%	2471	68.40%	1577	43.60%	R	R3		ff7878	0.618	1	1.6	4116	1002	24.30%	3114	75.70%	2112	51.30%	R	R3		ff7878	0.618	1	1.6	2653	831	31.30%	1822	68.70%	991	37.40%	R	R2		ff9999	0.618	1	1.6	3323	894	26.90%	2251	67.70%	1357	40.80%	R	R3		ff7878	0.618	1	1.6	3018	1278	42.30%	1480	49.00%	202	6.70%	R	R1		ffcccc	0.618	1	1.6
566	16011	Bingham	ID	566	2	16011	Bingham	ID	12981	3054	23.50%	9927	76.50%	6873	52.90%	R	R3		ff7878	0.618	1	1.6	16410	3049	18.60%	11578	70.60%	8529	52.00%	R	R3		ff7878	0.618	1	1.6	10509	2906	27.70%	7603	72.30%	4697	44.70%	R	R3		ff7878	0.618	1	1.6	17396	4450	25.60%	12946	74.40%	8496	48.80%	R	R3		ff7878	0.618	1	1.6	11787	2051	17.40%	8757	74.30%	6706	56.90%	R	R3		ff7878	0.618	1	1.6
567	16013	Blaine	ID	567	2	16013	Blaine	ID	10434	6764	64.80%	3670	35.20%	3094	-29.70%	D	B2		99ccff	0.618	1	1.6	10701	5640	52.70%	4820	45.00%	820	-7.70%	D	B1		cce5ff	0.618	1	1.6	7022	4107	58.50%	2915	41.50%	1192	-17.00%	D	B1		cce5ff	0.618	1	1.6	9998	5475	54.80%	4523	45.20%	952	-9.50%	D	B1		cce5ff	0.618	1	1.6	6514	2853	43.80%	3443	52.90%	590	9.10%	R	R1		ffcccc	0.618	1	1.6
568	16015	Boise	ID	568	1	16015	Boise	ID	3427	800	23.30%	2346	68.50%	1546	45.10%	R	R3		ff7878	0.618	1	1.6	3757	1158	30.80%	2599	69.20%	1441	38.40%	R	R2		ff9999	0.618	1	1.6	2664	876	32.90%	1788	67.10%	912	34.20%	R	R2		ff9999	0.618	1	1.6	3148	910	28.90%	2086	66.30%	1176	37.40%	R	R2		ff9999	0.618	1	1.6	2697	1095	40.60%	1348	50.00%	253	9.40%	R	R1		ffcccc	0.618	1	1.6
569	16017	Bonner	ID	569	1	16017	Bonner	ID	18221	6061	33.30%	11067	60.70%	5006	27.50%	R	R2		ff9999	0.618	1	1.6	20417	6800	33.30%	13617	66.70%	6817	33.40%	R	R2		ff9999	0.618	1	1.6	12620	4612	36.50%	8008	63.50%	3396	26.90%	R	R2		ff9999	0.618	1	1.6	17818	5934	33.30%	10601	59.50%	4667	26.20%	R	R2		ff9999	0.618	1	1.6	13939	6206	44.50%	6460	46.30%	254	1.80%	R	P		ff00ff	0.618	1	1.6
570	16019	Bonneville	ID	570	2	16019	Bonneville	ID	34816	9446	27.10%	25370	72.90%	15924	45.70%	R	R3		ff7878	0.618	1	1.6	43098	8699	20.20%	30653	71.10%	21954	50.90%	R	R3		ff7878	0.618	1	1.6	26648	7242	27.20%	19406	72.80%	12164	45.60%	R	R3		ff7878	0.618	1	1.6	42730	11520	27.00%	31194	73.00%	19674	46.00%	R	R3		ff7878	0.618	1	1.6	29037	5280	18.20%	21511	74.10%	16231	55.90%	R	R3		ff7878	0.618	1	1.6
571	16021	Boundary	ID	571	1	16021	Boundary	ID	4194	929	22.20%	3005	71.60%	2076	49.50%	R	R3		ff7878	0.618	1	1.6	5107	1149	22.50%	3958	77.50%	2809	55.00%	R	R3		ff7878	0.618	1	1.6	3303	862	26.10%	2441	73.90%	1579	47.80%	R	R3		ff7878	0.618	1	1.6	3827	958	25.00%	2603	68.00%	1645	43.00%	R	R3		ff7878	0.618	1	1.6	3511	1333	38.00%	1838	52.30%	505	14.40%	R	R1		ffcccc	0.618	1	1.6
572	16023	Butte	ID	572	2	16023	Butte	ID	1011	175	17.30%	836	82.70%	661	65.40%	R	R4		ff0000	0.618	1	1.6	1224	170	13.90%	941	76.90%	771	63.00%	R	R4		ff0000	0.618	1	1.6	1122	303	27.00%	819	73.00%	516	46.00%	R	R3		ff7878	0.618	1	1.6	1136	281	24.70%	855	75.30%	574	50.50%	R	R3		ff7878	0.618	1	1.6	1131	190	16.80%	847	74.90%	657	58.10%	R	R3		ff7878	0.618	1	1.6
573	16025	Camas	ID	573	2	16025	Camas	ID	525	133	25.30%	392	74.70%	259	49.30%	R	R3		ff7878	0.618	1	1.6	581	125	21.50%	416	71.60%	291	50.10%	R	R3		ff7878	0.618	1	1.6	433	119	27.50%	314	72.50%	195	45.00%	R	R3		ff7878	0.618	1	1.6	511	134	26.20%	377	73.80%	243	47.60%	R	R3		ff7878	0.618	1	1.6	450	64	14.20%	347	77.10%	283	62.90%	R	R4		ff0000	0.618	1	1.6
574	16027	Canyon	ID	574	1	16027	Canyon	ID	62692	17690	28.20%	40512	64.60%	22822	36.40%	R	R2		ff9999	0.618	2	2.6	72019	21831	30.30%	50174	69.70%	28343	39.40%	R	R2		ff9999	0.618	2	2.6	44032	13675	31.10%	30356	68.90%	16681	37.90%	R	R2		ff9999	0.618	1	1.6	64440	17473	27.10%	42165	65.40%	24692	38.30%	R	R2		ff9999	0.618	2	2.6	43817	15805	36.10%	24641	56.20%	8836	20.20%	R	R1		ffcccc	0.618	1	1.6
575	16029	Caribou	ID	575	2	16029	Caribou	ID	2239	323	14.40%	1916	85.60%	1593	71.10%	R	R4		ff0000	0.618	1	1.6	3001	354	11.80%	2399	79.90%	2045	68.10%	R	R4		ff0000	0.618	1	1.6	1933	433	22.40%	1500	77.60%	1067	55.20%	R	R3		ff7878	0.618	1	1.6	2771	505	18.20%	2265	81.70%	1760	63.50%	R	R4		ff0000	0.618	1	1.6	2255	313	13.90%	1787	79.20%	1474	65.40%	R	R4		ff0000	0.618	1	1.6
576	16031	Cassia	ID	576	2	16031	Cassia	ID	6094	1027	16.90%	5067	83.10%	4040	66.30%	R	R4		ff0000	0.618	1	1.6	8096	1091	13.50%	6135	75.80%	5044	62.30%	R	R4		ff0000	0.618	1	1.6	5400	1152	21.30%	4248	78.70%	3096	57.30%	R	R3		ff7878	0.618	1	1.6	8231	1309	15.90%	6922	84.10%	5613	68.20%	R	R4		ff0000	0.618	1	1.6	5530	509	9.20%	4599	83.20%	4090	74.00%	R	R4		ff0000	0.618	1	1.6
577	16033	Clark	ID	577	2	16033	Clark	ID	249	32	12.90%	217	87.10%	185	74.30%	R	R4		ff0000	0.618	1	1.6	277	38	13.70%	212	76.50%	174	62.80%	R	R4		ff0000	0.618	1	1.6	241	38	15.80%	203	84.20%	165	68.50%	R	R4		ff0000	0.618	1	1.6	286	71	24.80%	215	75.20%	144	50.30%	R	R3		ff7878	0.618	1	1.6	337	34	10.10%	274	81.30%	240	71.20%	R	R4		ff0000	0.618	1	1.6
578	16035	Clearwater	ID	578	1	16035	Clearwater	ID	3088	710	23.00%	2188	70.90%	1478	47.90%	R	R3		ff7878	0.618	1	1.6	3702	962	26.00%	2740	74.00%	1778	48.00%	R	R3		ff7878	0.618	1	1.6	2633	901	34.20%	1732	65.80%	831	31.60%	R	R2		ff9999	0.618	1	1.6	3638	1171	32.20%	2243	61.70%	1072	29.50%	R	R2		ff9999	0.618	1	1.6	2889	1237	42.80%	1417	49.00%	180	6.20%	R	R1		ffcccc	0.618	1	1.6
579	16037	Custer	ID	579	2	16037	Custer	ID	2062	453	22.00%	1609	78.00%	1156	56.10%	R	R3		ff7878	0.618	1	1.6	2338	413	17.70%	1628	69.60%	1215	52.00%	R	R3		ff7878	0.618	1	1.6	1734	519	29.90%	1215	70.10%	696	40.10%	R	R2		ff9999	0.618	1	1.6	2134	555	26.00%	1579	74.00%	1024	48.00%	R	R3		ff7878	0.618	1	1.6	1820	316	17.40%	1206	66.30%	890	48.90%	R	R3		ff7878	0.618	1	1.6
580	16039	Elmore	ID	580	2	16039	Elmore	ID	6924	1991	28.80%	4933	71.20%	2942	42.50%	R	R3		ff7878	0.618	1	1.6	8315	1858	22.30%	5842	70.30%	3984	47.90%	R	R3		ff7878	0.618	1	1.6	5217	1579	30.30%	3638	69.70%	2059	39.50%	R	R2		ff9999	0.618	1	1.6	7938	2447	30.80%	5491	69.20%	3044	38.30%	R	R2		ff9999	0.618	1	1.6	5350	1028	19.20%	4013	75.00%	2985	55.80%	R	R3		ff7878	0.618	1	1.6
581	16041	Franklin	ID	581	2	16041	Franklin	ID	3795	399	10.50%	3396	89.50%	2997	79.00%	R	R5		990000	0.618	1	1.6	5438	477	8.80%	4590	84.40%	4113	75.60%	R	R4		ff0000	0.618	1	1.6	2824	435	15.40%	2389	84.60%	1954	69.20%	R	R4		ff0000	0.618	1	1.6	5580	613	11.00%	4967	89.00%	4354	78.00%	R	R4		ff0000	0.618	1	1.6	3683	355	9.60%	3025	82.10%	2670	72.50%	R	R4		ff0000	0.618	1	1.6
582	16043	Fremont	ID	582	2	16043	Fremont	ID	4732	751	15.90%	3981	84.10%	3230	68.30%	R	R4		ff0000	0.618	1	1.6	5679	735	12.90%	4351	76.60%	3616	63.70%	R	R4		ff0000	0.618	1	1.6	4044	874	21.60%	3170	78.40%	2296	56.80%	R	R3		ff7878	0.618	1	1.6	5730	1120	19.50%	4610	80.50%	3490	60.90%	R	R4		ff0000	0.618	1	1.6	3976	497	12.50%	3134	78.80%	2637	66.30%	R	R4		ff0000	0.618	1	1.6
583	16045	Gem	ID	583	1	16045	Gem	ID	6987	1315	18.80%	5173	74.00%	3858	55.20%	R	R3		ff7878	0.618	1	1.6	7863	1967	25.00%	5893	74.90%	3926	49.90%	R	R3		ff7878	0.618	1	1.6	5167	1415	27.40%	3750	72.60%	2335	45.20%	R	R3		ff7878	0.618	1	1.6	7364	1765	24.00%	5149	69.90%	3384	46.00%	R	R3		ff7878	0.618	1	1.6	5445	1950	35.80%	2976	54.70%	1026	18.80%	R	R1		ffcccc	0.618	1	1.6
584	16047	Gooding	ID	584	2	16047	Gooding	ID	4372	958	21.90%	3414	78.10%	2456	56.20%	R	R3		ff7878	0.618	1	1.6	5166	1000	19.40%	3676	71.20%	2676	51.80%	R	R3		ff7878	0.618	1	1.6	3911	1086	27.80%	2825	72.20%	1739	44.50%	R	R3		ff7878	0.618	1	1.6	5087	1312	25.80%	3770	74.10%	2458	48.30%	R	R3		ff7878	0.618	1	1.6	3932	664	16.90%	2984	75.90%	2320	59.00%	R	R3		ff7878	0.618	1	1.6
585	16049	Idaho	ID	585	1	16049	Idaho	ID	6889	1276	18.50%	5191	75.40%	3915	56.80%	R	R3		ff7878	0.618	1	1.6	8107	1701	21.00%	6406	79.00%	4705	58.00%	R	R3		ff7878	0.618	1	1.6	5617	1472	26.20%	4145	73.80%	2673	47.60%	R	R3		ff7878	0.618	1	1.6	7036	1824	25.90%	4876	69.30%	3052	43.40%	R	R3		ff7878	0.618	1	1.6	6551	2325	35.50%	3624	55.30%	1299	19.80%	R	R1		ffcccc	0.618	1	1.6
586	16051	Jefferson	ID	586	2	16051	Jefferson	ID	8562	1183	13.80%	7379	86.20%	6196	72.40%	R	R4		ff0000	0.618	1	1.6	11290	1249	11.10%	8765	77.60%	7489	66.60%	R	R4		ff0000	0.618	1	1.6	6949	1264	18.20%	5685	81.80%	4421	63.60%	R	R4		ff0000	0.618	1	1.6	11208	1878	16.80%	9326	83.20%	7448	66.50%	R	R4		ff0000	0.618	1	1.6	7459	805	10.80%	5961	79.90%	5156	69.10%	R	R4		ff0000	0.618	1	1.6
587	16053	Jerome	ID	587	2	16053	Jerome	ID	5299	1299	24.50%	4000	75.50%	2701	51.00%	R	R3		ff7878	0.618	1	1.6	6693	1320	19.70%	4710	70.40%	3390	50.60%	R	R3		ff7878	0.618	1	1.6	4363	1259	28.90%	3104	71.10%	1845	42.30%	R	R3		ff7878	0.618	1	1.6	6639	1672	25.20%	4965	74.80%	3293	49.60%	R	R3		ff7878	0.618	1	1.6	4632	736	15.90%	3587	77.40%	2851	61.60%	R	R4		ff0000	0.618	1	1.6
588	16055	Kootenai	ID	588	1	16055	Kootenai	ID	56180	16665	29.70%	36669	65.30%	20004	35.60%	R	R2		ff9999	0.618	1	1.6	65210	18880	29.00%	46330	71.00%	27450	42.10%	R	R3		ff7878	0.618	2	2.6	36870	12181	33.00%	24689	67.00%	12508	33.90%	R	R2		ff9999	0.618	1	1.6	58131	17012	29.30%	37469	64.50%	20457	35.20%	R	R2		ff9999	0.618	1	1.6	41973	16824	40.10%	21659	51.60%	4835	11.50%	R	R1		ffcccc	0.618	1	1.6
589	16057	Latah	ID	589	1	16057	Latah	ID	15538	8177	52.60%	6307	40.60%	1870	-12.00%	D	B1		cce5ff	0.618	1	1.6	18148	9073	50.00%	9075	50.00%	2	0.00%	R	P		ff00ff	0.618	1	1.6	11680	6645	56.90%	5035	43.10%	1610	-13.80%	D	B1		cce5ff	0.618	1	1.6	16309	7645	46.90%	7509	46.00%	136	-0.80%	D	P		ff00ff	0.618	1	1.6	12211	6977	57.10%	4373	35.80%	2604	-21.30%	D	B2		99ccff	0.618	1	1.6
590	16059	Lemhi	ID	590	2	16059	Lemhi	ID	3410	802	23.50%	2608	76.50%	1806	53.00%	R	R3		ff7878	0.618	1	1.6	4012	716	17.80%	2940	73.30%	2224	55.40%	R	R3		ff7878	0.618	1	1.6	2893	705	24.40%	2188	75.60%	1483	51.30%	R	R3		ff7878	0.618	1	1.6	4039	991	24.50%	3048	75.50%	2057	50.90%	R	R3		ff7878	0.618	1	1.6	3339	579	17.30%	2448	73.30%	1869	56.00%	R	R3		ff7878	0.618	1	1.6
591	16061	Lewis	ID	591	1	16061	Lewis	ID	1364	266	19.50%	1006	73.80%	740	54.30%	R	R3		ff7878	0.618	1	1.6	1591	374	23.50%	1217	76.50%	843	53.00%	R	R3		ff7878	0.618	1	1.6	1194	404	33.80%	790	66.20%	386	32.30%	R	R2		ff9999	0.618	1	1.6	1506	461	30.60%	977	64.90%	516	34.30%	R	R2		ff9999	0.618	1	1.6	1309	537	41.00%	653	49.90%	116	8.90%	R	R1		ffcccc	0.618	1	1.6
592	16063	Lincoln	ID	592	2	16063	Lincoln	ID	1461	350	24.00%	1111	76.00%	761	52.10%	R	R3		ff7878	0.618	1	1.6	1734	376	21.70%	1221	70.40%	845	48.70%	R	R3		ff7878	0.618	1	1.6	1333	386	29.00%	947	71.00%	561	42.10%	R	R3		ff7878	0.618	1	1.6	1523	414	27.20%	1109	72.80%	695	45.60%	R	R3		ff7878	0.618	1	1.6	1247	231	18.50%	940	75.40%	709	56.90%	R	R3		ff7878	0.618	1	1.6
593	16065	Madison	ID	593	2	16065	Madison	ID	8702	1410	16.20%	7292	83.80%	5882	67.60%	R	R4		ff0000	0.618	1	1.6	15237	1469	9.60%	12473	81.90%	11004	72.20%	R	R4		ff0000	0.618	1	1.6	6720	1307	19.40%	5413	80.60%	4106	61.10%	R	R4		ff0000	0.618	1	1.6	13977	1538	11.00%	12428	88.90%	10890	77.90%	R	R4		ff0000	0.618	1	1.6	7585	708	9.30%	6302	83.10%	5594	73.80%	R	R4		ff0000	0.618	1	1.6
594	16067	Minidoka	ID	594	2	16067	Minidoka	ID	5085	1081	21.30%	4004	78.70%	2923	57.50%	R	R3		ff7878	0.618	1	1.6	6719	1221	18.20%	4785	71.20%	3564	53.00%	R	R3		ff7878	0.618	1	1.6	4562	1271	27.90%	3291	72.10%	2020	44.30%	R	R3		ff7878	0.618	1	1.6	6889	1542	22.40%	5347	77.60%	3805	55.20%	R	R3		ff7878	0.618	1	1.6	4728	694	14.70%	3684	77.90%	2990	63.20%	R	R4		ff0000	0.618	1	1.6
595	16069	Nez Perce	ID	595	1	16069	Nez Perce	ID	14167	4930	34.80%	8225	58.10%	3295	23.30%	R	R2		ff9999	0.618	1	1.6	17152	5990	34.90%	11162	65.10%	5172	30.20%	R	R2		ff9999	0.618	1	1.6	11168	5130	45.90%	6038	54.10%	908	8.10%	R	R1		ffcccc	0.618	1	1.6	16596	7429	44.80%	8490	51.20%	1061	6.40%	R	R1		ffcccc	0.618	1	1.6	12484	6272	50.20%	5369	43.00%	903	-7.20%	D	B1		cce5ff	0.618	1	1.6
596	16071	Oneida	ID	596	2	16071	Oneida	ID	1491	199	13.30%	1292	86.70%	1093	73.30%	R	R4		ff0000	0.618	1	1.6	2041	223	10.90%	1653	81.00%	1430	70.10%	R	R4		ff0000	0.618	1	1.6	1095	212	19.40%	883	80.60%	671	61.30%	R	R4		ff0000	0.618	1	1.6	2029	309	15.20%	1720	84.80%	1411	69.50%	R	R4		ff0000	0.618	1	1.6	1609	206	12.80%	1300	80.80%	1094	68.00%	R	R4		ff0000	0.618	1	1.6
597	16073	Owyhee	ID	597	1	16073	Owyhee	ID	3402	599	17.60%	2586	76.00%	1987	58.40%	R	R3		ff7878	0.618	1	1.6	3869	841	21.70%	3027	78.20%	2186	56.50%	R	R3		ff7878	0.618	1	1.6	2563	540	21.10%	2023	78.90%	1483	57.90%	R	R3		ff7878	0.618	1	1.6	3414	711	20.80%	2511	73.60%	1800	52.70%	R	R3		ff7878	0.618	1	1.6	2833	983	34.70%	1603	56.60%	620	21.90%	R	R2		ff9999	0.618	1	1.6
598	16075	Payette	ID	598	1	16075	Payette	ID	7461	1471	19.70%	5464	73.20%	3993	53.50%	R	R3		ff7878	0.618	1	1.6	8642	2227	25.80%	6392	74.00%	4165	48.20%	R	R3		ff7878	0.618	1	1.6	5653	1613	28.50%	4040	71.50%	2427	42.90%	R	R3		ff7878	0.618	1	1.6	8322	2150	25.80%	5587	67.10%	3437	41.30%	R	R3		ff7878	0.618	1	1.6	5944	2244	37.80%	3216	54.10%	972	16.40%	R	R1		ffcccc	0.618	1	1.6
599	16077	Power	ID	599	2	16077	Power	ID	2185	648	29.70%	1537	70.30%	889	40.70%	R	R3		ff7878	0.618	1	1.6	2779	696	25.00%	1885	67.80%	1189	42.80%	R	R3		ff7878	0.618	1	1.6	2084	734	35.20%	1350	64.80%	616	29.60%	R	R2		ff9999	0.618	1	1.6	2864	946	33.00%	1918	67.00%	972	33.90%	R	R2		ff9999	0.618	1	1.6	2188	503	23.00%	1588	72.60%	1085	49.60%	R	R3		ff7878	0.618	1	1.6
600	16079	Shoshone	ID	600	1	16079	Shoshone	ID	4130	1427	34.60%	2328	56.40%	901	21.80%	R	R2		ff9999	0.618	1	1.6	5081	1887	37.10%	3194	62.90%	1307	25.70%	R	R2		ff9999	0.618	1	1.6	3299	1483	45.00%	1816	55.00%	333	10.10%	R	R1		ffcccc	0.618	1	1.6	5026	2177	43.30%	2441	48.60%	264	5.30%	R	R1		ffcccc	0.618	1	1.6	3839	2117	55.10%	1288	33.60%	829	-21.60%	D	B2		99ccff	0.618	1	1.6
601	16081	Teton	ID	601	2	16081	Teton	ID	4747	2503	52.70%	2244	47.30%	259	-5.50%	D	B1		cce5ff	0.618	1	1.6	4971	2182	43.90%	2605	52.40%	423	8.50%	R	R1		ffcccc	0.618	1	1.6	3897	1950	50.00%	1947	50.00%	3	-0.10%	D	P		ff00ff	0.618	1	1.6	4432	1959	44.20%	2473	55.80%	514	11.60%	R	R1		ffcccc	0.618	1	1.6	3311	1355	40.90%	1796	54.20%	441	13.30%	R	R1		ffcccc	0.618	1	1.6
602	16083	Twin Falls	ID	602	2	16083	Twin Falls	ID	24111	6865	28.50%	17246	71.50%	10381	43.10%	R	R3		ff7878	0.618	1	1.6	29509	6295	21.30%	20097	68.10%	13802	46.80%	R	R3		ff7878	0.618	1	1.6	18720	5910	31.60%	12810	68.40%	6900	36.90%	R	R2		ff9999	0.618	1	1.6	27715	7864	28.40%	19847	71.60%	11983	43.20%	R	R3		ff7878	0.618	1	1.6	18664	3496	18.70%	13843	74.20%	10347	55.40%	R	R3		ff7878	0.618	1	1.6
603	16085	Valley	ID	603	1	16085	Valley	ID	5090	2123	41.70%	2608	51.20%	485	9.50%	R	R1		ffcccc	0.618	1	1.6	5327	2324	43.60%	3003	56.40%	679	12.70%	R	R1		ffcccc	0.618	1	1.6	3522	1568	44.50%	1950	55.40%	382	10.80%	R	R1		ffcccc	0.618	1	1.6	4779	1898	39.70%	2650	55.50%	752	15.70%	R	R1		ffcccc	0.618	1	1.6	3780	1951	51.60%	1511	40.00%	440	-11.60%	D	B1		cce5ff	0.618	1	1.6
604	16087	Washington	ID	604	1	16087	Washington	ID	3846	790	20.50%	2833	73.70%	2043	53.10%	R	R3		ff7878	0.618	1	1.6	4410	1139	25.80%	3271	74.20%	2132	48.30%	R	R3		ff7878	0.618	1	1.6	3167	855	27.00%	2312	73.00%	1457	46.00%	R	R3		ff7878	0.618	1	1.6	3941	1062	26.90%	2676	67.90%	1614	41.00%	R	R3		ff7878	0.618	1	1.6	3480	1342	38.60%	1827	52.50%	485	13.90%	R	R1		ffcccc	0.618	1	1.6
605	17001	Adams	IL	605	18	17001	Adams	IL	24393	5972	24.50%	18421	75.50%	12449	51.00%	R	R3		ff7878	0.618	1	1.6	31561	7718	24.50%	23843	75.50%	16125	51.10%	R	R3		ff7878	0.618	1	1.6	22178	4530	20.40%	17648	79.60%	13118	59.10%	R	R3		ff7878	0.618	1	1.6	29956	7181	24.00%	22775	76.00%	15594	52.10%	R	R3		ff7878	0.618	1	1.6	23732	5189	21.90%	17696	74.60%	12507	52.70%	R	R3		ff7878	0.618	1	1.6
606	17003	Alexander	IL	606	12	17003	Alexander	IL	2234	1099	49.20%	1084	48.50%	15	-0.70%	D	P		ff00ff	0.618	1	1.6	2685	1139	42.40%	1412	52.60%	273	10.20%	R	R1		ffcccc	0.618	1	1.6	2332	1241	53.20%	965	41.40%	276	-11.80%	D	B1		cce5ff	0.618	1	1.6	3312	1947	58.80%	1179	35.60%	768	-23.20%	D	B2		99ccff	0.618	1	1.6	2720	1776	65.30%	877	32.20%	899	-33.10%	D	B2		99ccff	0.618	1	1.6
607	17005	Bond	IL	607		17005	Bond	IL	6553	2255	34.40%	4298	65.60%	2043	31.20%	R	R2		ff9999	0.618	1	1.6	6591	647	9.80%	5944	90.20%	5297	80.40%	R	R5		990000	0.618	1	1.6	4889	1631	33.40%	3258	66.60%	1627	33.30%	R	R2		ff9999	0.618	1	1.6	7174	2534	35.30%	4497	62.70%	1963	27.40%	R	R2		ff9999	0.618	1	1.6	5493	1770	32.20%	3723	67.80%	1953	35.60%	R	R2		ff9999	0.618	1	1.6
608	17007	Boone	IL	608	16	17007	Boone	IL	17995	7465	41.50%	10530	58.50%	3065	17.00%	R	R1		ffcccc	0.618	1	1.6	18997	0	0.00%	18991	100.00%	18985	100.00%	R	R5		990000	0.618	1	1.6	14987	4234	28.30%	10753	71.70%	6519	43.50%	R	R3		ff7878	0.618	1	1.6	20721	8324	40.20%	12397	59.80%	4073	19.70%	R	R1		ffcccc	0.618	1	1.6	14913	4195	28.10%	10038	67.30%	5843	39.20%	R	R2		ff9999	0.618	1	1.6
609	17009	Brown	IL	609	18	17009	Brown	IL	1891	350	18.50%	1541	81.50%	1191	63.00%	R	R4		ff0000	0.618	1	1.6	2267	418	18.40%	1849	81.60%	1431	63.10%	R	R4		ff0000	0.618	1	1.6	1567	309	19.70%	1258	80.30%	949	60.60%	R	R4		ff0000	0.618	1	1.6	2332	455	19.50%	1877	80.50%	1422	61.00%	R	R4		ff0000	0.618	1	1.6	2091	399	19.10%	1619	77.40%	1220	58.30%	R	R3		ff7878	0.618	1	1.6
610	17011	Bureau	IL	610	16	17011	Bureau	IL	13642	5234	38.40%	8408	61.60%	3174	23.30%	R	R2		ff9999	0.618	1	1.6	13773	0	0.00%	13769	100.00%	13765	100.00%	R	R5		990000	0.618	1	1.6	12544	3882	30.90%	8662	69.10%	4780	38.10%	R	R2		ff9999	0.618	1	1.6	16282	6193	38.00%	10089	62.00%	3896	23.90%	R	R2		ff9999	0.618	1	1.6	12516	4399	35.10%	7994	63.90%	3595	28.70%	R	R2		ff9999	0.618	1	1.6
611	17013	Calhoun	IL	611	13	17013	Calhoun	IL	2258	811	35.90%	1447	64.10%	636	28.20%	R	R2		ff9999	0.618	1	1.6	2453	781	31.80%	1672	68.20%	891	36.30%	R	R2		ff9999	0.618	1	1.6	1955	812	41.50%	1143	58.50%	331	16.90%	R	R1		ffcccc	0.618	1	1.6	2470	1116	45.20%	1160	47.00%	44	1.80%	R	P		ff00ff	0.618	1	1.6	2268	1126	49.60%	1064	46.90%	62	-2.70%	D	B1		cce5ff	0.618	1	1.6
612	17015	Carroll	IL	612	17	17015	Carroll	IL	5967	3169	53.10%	2798	46.90%	371	-6.20%	D	B1		cce5ff	0.618	1	1.6	7379	3988	54.00%	3391	46.00%	597	-8.10%	D	B1		cce5ff	0.618	1	1.6	5540	2758	49.80%	2780	50.20%	22	0.40%	R	P		ff00ff	0.618	1	1.6	7211	3152	43.70%	4059	56.30%	907	12.60%	R	R1		ffcccc	0.618	1	1.6	5130	1676	32.70%	3236	63.10%	1560	30.40%	R	R2		ff9999	0.618	1	1.6
